MJD, counts, counts_err
5.758988363261271297e+04,1.273660000000000014e+00,2.358220000000000038e-01
5.758988397983494360e+04,1.192890000000000006e+00,2.289049999999999974e-01
5.758988432705715240e+04,1.442949999999999955e+00,2.501680000000000015e-01
5.758988467427938303e+04,1.317630000000000079e+00,2.397199999999999886e-01
5.758988502150159911e+04,9.766920000000000046e-01,2.064850000000000019e-01
5.758988536872382974e+04,1.316330000000000000e+00,2.391570000000000085e-01
5.758988571594605310e+04,1.592899999999999983e+00,2.618929999999999869e-01
5.758988606316826917e+04,1.368370000000000086e+00,2.438430000000000042e-01
5.758988641039049253e+04,9.886179999999999968e-01,2.067289999999999961e-01
5.758988675761270861e+04,1.115089999999999915e+00,2.195390000000000119e-01
5.758988710483493924e+04,1.061250000000000027e+00,2.152759999999999951e-01
5.758988745205716259e+04,9.796620000000000328e-01,2.067289999999999961e-01
5.758988779927939322e+04,1.365580000000000016e+00,2.435559999999999947e-01
5.758988814650160202e+04,1.281970000000000054e+00,2.363790000000000058e-01
5.758988849372383265e+04,1.366170000000000107e+00,2.438430000000000042e-01
5.758988884094604873e+04,1.196379999999999999e+00,2.289049999999999974e-01
5.758988918816825753e+04,1.404369999999999896e+00,2.473319999999999963e-01
5.758988953539050272e+04,1.280000000000000027e+00,2.355450000000000044e-01
5.758988988261271152e+04,1.470190000000000108e+00,2.507559999999999789e-01
5.758989022983494215e+04,1.297709999999999919e+00,2.363790000000000058e-01
5.758989057705715823e+04,9.513310000000000377e-01,2.029030000000000000e-01
5.758989092427936703e+04,1.110559999999999992e+00,2.187659999999999882e-01
5.758989127150159766e+04,8.104320000000000412e-01,1.859220000000000039e-01
5.758989161872382101e+04,9.890750000000000375e-01,2.067289999999999961e-01
5.758989196594605164e+04,1.205170000000000075e+00,2.278260000000000007e-01
5.758989231316826772e+04,1.073620000000000019e+00,2.147699999999999887e-01
5.758989266039049835e+04,1.031209999999999960e+00,2.111750000000000016e-01
5.758989300761270715e+04,8.984250000000000291e-01,1.970719999999999972e-01
5.758989335483493051e+04,1.673929999999999918e+00,2.688780000000000059e-01
5.758989370205716114e+04,1.462450000000000028e+00,2.513480000000000159e-01
5.758989404927937721e+04,1.543709999999999916e+00,2.586350000000000038e-01
5.758989439650160784e+04,9.436299999999999688e-01,2.024239999999999928e-01
5.758989474372381665e+04,1.413489999999999913e+00,2.470410000000000106e-01
5.758989509094604728e+04,1.193810000000000038e+00,2.270240000000000036e-01
5.758989543816827063e+04,1.029269999999999907e+00,2.109260000000000024e-01
5.758989578539048671e+04,1.335730000000000084e+00,2.408550000000000135e-01
5.758989613261271734e+04,9.002559999999999452e-01,1.977700000000000014e-01
5.758989647983493342e+04,6.922939999999999650e-01,1.734469999999999901e-01
5.758981495236969204e+04,1.322770000000000001e+00,2.397199999999999886e-01
5.758981529959192267e+04,1.414409999999999945e+00,2.476240000000000108e-01
5.758981564681413874e+04,1.243789999999999951e+00,2.307710000000000039e-01
5.758981599403636210e+04,1.536000000000000032e+00,2.586339999999999750e-01
5.758981634125859273e+04,1.234180000000000055e+00,2.310419999999999974e-01
5.758981668848080153e+04,1.682129999999999903e+00,2.704710000000000170e-01
5.758981703570303216e+04,1.061290000000000067e+00,2.152749999999999941e-01
5.758981738292524824e+04,1.369510000000000005e+00,2.438430000000000042e-01
5.758981773014747887e+04,1.315330000000000110e+00,2.391570000000000085e-01
5.758981807736968767e+04,1.281309999999999949e+00,2.366580000000000072e-01
5.758981842459191830e+04,1.490669999999999940e+00,2.547170000000000267e-01
5.758981877181414166e+04,1.456560000000000077e+00,2.513480000000000159e-01
5.758981911903635773e+04,1.585239999999999982e+00,2.622019999999999906e-01
5.758981946625858836e+04,1.018299999999999983e+00,2.106780000000000042e-01
5.758981981348079717e+04,1.189340000000000064e+00,2.264919999999999989e-01
5.758982016070304235e+04,9.339389999999999636e-01,2.021850000000000036e-01
5.758982050792525115e+04,1.231009999999999938e+00,2.315859999999999863e-01
5.758982085514746723e+04,1.076049999999999951e+00,2.155289999999999984e-01
5.758982120236969786e+04,1.704560000000000075e+00,2.719829999999999748e-01
5.758982154959190666e+04,1.375839999999999952e+00,2.438430000000000042e-01
5.758982189681413729e+04,1.234140000000000015e+00,2.318580000000000085e-01
5.758982224403636064e+04,1.792089999999999961e+00,2.790279999999999982e-01
5.758982259125859127e+04,1.069630000000000081e+00,2.150219999999999909e-01
5.758982293848080735e+04,1.583720000000000017e+00,2.618929999999999869e-01
5.758982328570302343e+04,1.366260000000000030e+00,2.432690000000000130e-01
5.758982363292524678e+04,1.181619999999999893e+00,2.270240000000000036e-01
5.758982398014747014e+04,1.020860000000000101e+00,2.116740000000000010e-01
5.758982432736970077e+04,1.155589999999999895e+00,2.231950000000000045e-01
5.758982467459191685e+04,1.155650000000000066e+00,2.239849999999999897e-01
5.758982502181414748e+04,1.588540000000000063e+00,2.622019999999999906e-01
5.758982536903636355e+04,1.464429999999999898e+00,2.513480000000000159e-01
5.758982571625857963e+04,1.194350000000000023e+00,2.272909999999999930e-01
5.758982606348081026e+04,1.405960000000000099e+00,2.470410000000000106e-01
5.758982641070303362e+04,1.413480000000000070e+00,2.467509999999999981e-01
5.758982675792525697e+04,1.326389999999999958e+00,2.400029999999999941e-01
5.758982710514747305e+04,1.101159999999999917e+00,2.182530000000000026e-01
5.758982745236969640e+04,9.807890000000000219e-01,2.050359999999999960e-01
5.758982779959191976e+04,1.290119999999999933e+00,2.358220000000000038e-01
5.758982814681414311e+04,9.413249999999999673e-01,2.017089999999999994e-01
5.758982849403636646e+04,1.884039999999999937e+00,2.852580000000000116e-01
5.758982884125858254e+04,1.367380000000000040e+00,2.438430000000000042e-01
5.758974731380490994e+04,1.027460000000000040e+00,2.106780000000000042e-01
5.758974766102714057e+04,9.405360000000000387e-01,2.026630000000000098e-01
5.758974800824935664e+04,9.115510000000000002e-01,1.980030000000000123e-01
5.758974835547158000e+04,1.033800000000000052e+00,2.109260000000000024e-01
5.758974870269380335e+04,1.544820000000000082e+00,2.577229999999999799e-01
5.758974904991601943e+04,1.078610000000000069e+00,2.173229999999999884e-01
5.758974939713825006e+04,1.104610000000000092e+00,2.190229999999999955e-01
5.758974974436047341e+04,1.493249999999999966e+00,2.547170000000000267e-01
5.758975009158269677e+04,1.241509999999999891e+00,2.321320000000000050e-01
5.758975043880491285e+04,1.242690000000000072e+00,2.313139999999999918e-01
5.758975078602714348e+04,1.370219999999999994e+00,2.441309999999999869e-01
5.758975113324935955e+04,1.236070000000000002e+00,2.313139999999999918e-01
5.758975148047158291e+04,9.852929999999999744e-01,2.069729999999999903e-01
5.758975182769381354e+04,1.630069999999999908e+00,2.660350000000000215e-01
5.758975217491602234e+04,8.967220000000000191e-01,1.973040000000000072e-01
5.758975252213825297e+04,1.411669999999999980e+00,2.482090000000000130e-01
5.758975286936046905e+04,8.548729999999999940e-01,1.927760000000000029e-01
5.758975321658269240e+04,1.360109999999999930e+00,2.432690000000000130e-01
5.758975356380492303e+04,1.057670000000000110e+00,2.150219999999999909e-01
5.758975391102713183e+04,1.191009999999999902e+00,2.280949999999999922e-01
5.758975425824936246e+04,9.765500000000000291e-01,2.062420000000000087e-01
5.758975460547157854e+04,1.278489999999999904e+00,2.361000000000000043e-01
5.758975495269380917e+04,8.130290000000000017e-01,1.876730000000000065e-01
5.758975529991603253e+04,1.029779999999999918e+00,2.111750000000000016e-01
5.758975564713824133e+04,9.900989999999999513e-01,2.062420000000000087e-01
5.758975599436047196e+04,7.338580000000000103e-01,1.773129999999999984e-01
5.758975634158268804e+04,1.023279999999999967e+00,2.106780000000000042e-01
5.758975668880491867e+04,1.061069999999999958e+00,2.137650000000000106e-01
5.758975703602712747e+04,9.823410000000000197e-01,2.074630000000000085e-01
5.758975738324937265e+04,1.674770000000000092e+00,2.676169999999999938e-01
5.758975773047158145e+04,8.584190000000000431e-01,1.923219999999999930e-01
5.758975807769379753e+04,1.191640000000000033e+00,2.270240000000000036e-01
5.758975842491602816e+04,7.699700000000000433e-01,1.826679999999999970e-01
5.758975877213823696e+04,9.006020000000000136e-01,1.973040000000000072e-01
5.758975911936046759e+04,8.961019999999999541e-01,1.973040000000000072e-01
5.758975946658269095e+04,8.180530000000000301e-01,1.878950000000000065e-01
5.758975981380492158e+04,9.755740000000000522e-01,2.064850000000000019e-01
5.758976016102713766e+04,7.218919999999999781e-01,1.768959999999999977e-01
5.758976050824934646e+04,8.173599999999999755e-01,1.878950000000000065e-01
5.758976085547157709e+04,1.173780000000000046e+00,2.280179999999999985e-01
5.758976120269380044e+04,1.147820000000000062e+00,2.229329999999999923e-01
5.758967968415246287e+04,1.524899999999999922e+00,2.577229999999999799e-01
5.758968003137469350e+04,1.663140000000000063e+00,2.688780000000000059e-01
5.758968037859690958e+04,1.366330000000000044e+00,2.432690000000000130e-01
5.758968072581913293e+04,7.671839999999999771e-01,1.822390000000000121e-01
5.758968107304136356e+04,1.363399999999999945e+00,2.432690000000000130e-01
5.758968142026357236e+04,1.156770000000000076e+00,2.250459999999999960e-01
5.758968176748580299e+04,1.368810000000000082e+00,2.435559999999999947e-01
5.758968211470801907e+04,1.747000000000000108e+00,2.763369999999999993e-01
5.758968246193024970e+04,1.110370000000000079e+00,2.197969999999999924e-01
5.758968280915247306e+04,1.193640000000000034e+00,2.280939999999999912e-01
5.758968315637468186e+04,7.218369999999999509e-01,1.781510000000000038e-01
5.758968350359691249e+04,1.142490000000000006e+00,2.229329999999999923e-01
5.758968385081912857e+04,1.101620000000000044e+00,2.192800000000000027e-01
5.758968419804135920e+04,1.022890000000000077e+00,2.119240000000000013e-01
5.758968454526358255e+04,1.189459999999999962e+00,2.267569999999999864e-01
5.758968489248579863e+04,1.287660000000000027e+00,2.366580000000000072e-01
5.758968523970802198e+04,1.070929999999999938e+00,2.152749999999999941e-01
5.758968558693023806e+04,8.121089999999999698e-01,1.878950000000000065e-01
5.758968593415246869e+04,9.443610000000000060e-01,2.021850000000000036e-01
5.758968628137467749e+04,1.027959999999999985e+00,2.109260000000000024e-01
5.758968662859692267e+04,1.109599999999999920e+00,2.195390000000000119e-01
5.758968697581913148e+04,8.943879999999999608e-01,1.970709999999999962e-01
5.758968732304134755e+04,1.500150000000000095e+00,2.544170000000000043e-01
5.758968767026357818e+04,1.338440000000000074e+00,2.391570000000000085e-01
5.758968801748578699e+04,1.417219999999999924e+00,2.470410000000000106e-01
5.758968836470801762e+04,1.196320000000000050e+00,2.278260000000000007e-01
5.758968871193024097e+04,1.803569999999999895e+00,2.783720000000000083e-01
5.758968905915245705e+04,1.145170000000000021e+00,2.234869999999999912e-01
5.758968940637468768e+04,1.412390000000000034e+00,2.467509999999999981e-01
5.758968975359689648e+04,1.152209999999999956e+00,2.237210000000000032e-01
5.758969010081912711e+04,1.196120000000000072e+00,2.275580000000000103e-01
5.758969044804135046e+04,1.152349999999999985e+00,2.237210000000000032e-01
5.758969079526358109e+04,1.583599999999999897e+00,2.628220000000000001e-01
5.758969114248579717e+04,1.116519999999999957e+00,2.197969999999999924e-01
5.758969148970801325e+04,9.916490000000000027e-01,2.062420000000000087e-01
5.758969183693023660e+04,6.431280000000000330e-01,1.661650000000000071e-01
5.758969218415245996e+04,8.599369999999999514e-01,1.925489999999999979e-01
5.758969253137469059e+04,9.858799999999999786e-01,2.067289999999999961e-01
5.758969287859690667e+04,5.117070000000000229e-01,1.489729999999999943e-01
5.758969322581913002e+04,9.821569999999999467e-01,2.059999999999999887e-01
5.758969357304135337e+04,8.182380000000000209e-01,1.881160000000000054e-01
5.758969392026356945e+04,6.829410000000000203e-01,1.718159999999999965e-01
5.758969426748580008e+04,8.157320000000000126e-01,1.881160000000000054e-01
5.758961203672164993e+04,1.066869999999999985e+00,2.157840000000000036e-01
5.758961238394388056e+04,9.406959999999999766e-01,2.019469999999999876e-01
5.758961273116609664e+04,1.110190000000000010e+00,2.195390000000000119e-01
5.758961307838831999e+04,8.886150000000000437e-01,1.968399999999999872e-01
5.758961342561054335e+04,9.736139999999999795e-01,2.059999999999999887e-01
5.758961377283275942e+04,5.922840000000000327e-01,1.612889999999999879e-01
5.758961412005499005e+04,6.797870000000000301e-01,1.720190000000000052e-01
5.758961446727721341e+04,6.794050000000000367e-01,1.716149999999999898e-01
5.758961481449943676e+04,9.802229999999999555e-01,2.062420000000000087e-01
5.758961516172165284e+04,1.109650000000000025e+00,2.195390000000000119e-01
5.758961550894388347e+04,1.111159999999999926e+00,2.197979999999999934e-01
5.758961585616609955e+04,8.132099999999999884e-01,1.874530000000000085e-01
5.758961620338832290e+04,8.970540000000000180e-01,1.973040000000000072e-01
5.758961655061055353e+04,8.092019999999999769e-01,1.881160000000000054e-01
5.758961689783276233e+04,6.803780000000000383e-01,1.728320000000000134e-01
5.758961724505499296e+04,8.963929999999999954e-01,1.977690000000000003e-01
5.758961759227720904e+04,6.390569999999999862e-01,1.671459999999999890e-01
5.758961793949943240e+04,7.708930000000000504e-01,1.826679999999999970e-01
5.758961828672166303e+04,9.389570000000000416e-01,2.017089999999999994e-01
5.758961863394387183e+04,1.113350000000000062e+00,2.192800000000000027e-01
5.758961898116610246e+04,6.443799999999999528e-01,1.671459999999999890e-01
5.758961932838831854e+04,1.026129999999999987e+00,2.106780000000000042e-01
5.758961967561054917e+04,8.084679999999999644e-01,1.876730000000000065e-01
5.758962002283277252e+04,1.280119999999999925e+00,2.358220000000000038e-01
5.758962037005498860e+04,6.805419999999999803e-01,1.720190000000000052e-01
5.758962071727721195e+04,6.822230000000000238e-01,1.726280000000000037e-01
5.758962106449942803e+04,7.207179999999999698e-01,1.766890000000000127e-01
5.758962141172165866e+04,1.029989999999999961e+00,2.116740000000000010e-01
5.758962175894386746e+04,6.424269999999999703e-01,1.665560000000000096e-01
5.758962210616611264e+04,4.671879999999999922e-01,1.424640000000000073e-01
5.758962245338832145e+04,5.567670000000000119e-01,1.556049999999999933e-01
5.758962280061053752e+04,6.442379999999999773e-01,1.671459999999999890e-01
5.758962314783276815e+04,7.287470000000000336e-01,1.779409999999999881e-01
5.758962349505497696e+04,7.659289999999999710e-01,1.828829999999999900e-01
5.758962384227720759e+04,8.116449999999999498e-01,1.872320000000000095e-01
5.758962418949943094e+04,7.280010000000000092e-01,1.783619999999999928e-01
5.758962453672166157e+04,9.425430000000000197e-01,2.021850000000000036e-01
5.758962488394387765e+04,6.431440000000000490e-01,1.665560000000000096e-01
5.758962523116610100e+04,8.167419999999999680e-01,1.881160000000000054e-01
5.758962557838831708e+04,1.114179999999999948e+00,2.197979999999999934e-01
5.758962592561054043e+04,1.289209999999999967e+00,2.369380000000000097e-01
5.758962627283277106e+04,5.578689999999999483e-01,1.565290000000000015e-01
5.758954439815688238e+04,8.058290000000000175e-01,1.870130000000000126e-01
5.758954474537909846e+04,8.109950000000000214e-01,1.878950000000000065e-01
5.758954509260132181e+04,9.384059999999999624e-01,2.017089999999999994e-01
5.758954543982355244e+04,8.892849999999999921e-01,1.966090000000000060e-01
5.758954578704576124e+04,7.236040000000000250e-01,1.775210000000000121e-01
5.758954613426799187e+04,3.889250000000000207e-01,1.291670000000000040e-01
5.758954648149020795e+04,7.256259999999999932e-01,1.768959999999999977e-01
5.758954682871243858e+04,5.933960000000000345e-01,1.612889999999999879e-01
5.758954717593464738e+04,1.192569999999999908e+00,2.275580000000000103e-01
5.758954752315687801e+04,8.521649999999999503e-01,1.927760000000000029e-01
5.758954787037910137e+04,1.361499999999999932e+00,2.432690000000000130e-01
5.758954821760131745e+04,1.069590000000000041e+00,2.160390000000000088e-01
5.758954856482354808e+04,8.509299999999999642e-01,1.925489999999999979e-01
5.758954891204575688e+04,9.800619999999999887e-01,2.062420000000000087e-01
5.758954925926798751e+04,8.541290000000000271e-01,1.925489999999999979e-01
5.758954960649021086e+04,7.609010000000000495e-01,1.828829999999999900e-01
5.758954995371242694e+04,1.101359999999999895e+00,2.192800000000000027e-01
5.758955030093465757e+04,9.409039999999999626e-01,2.021850000000000036e-01
5.758955064815686637e+04,1.069160000000000110e+00,2.150219999999999909e-01
5.758955099537909700e+04,9.851520000000000277e-01,2.062420000000000087e-01
5.758955134260132036e+04,6.869129999999999958e-01,1.720190000000000052e-01
5.758955168982353644e+04,8.640079999999999982e-01,1.925489999999999979e-01
5.758955203704576707e+04,1.210869999999999891e+00,2.280949999999999922e-01
5.758955238426798314e+04,1.237749999999999906e+00,2.310419999999999974e-01
5.758955273149020650e+04,9.849499999999999922e-01,2.069729999999999903e-01
5.758955307871242985e+04,8.968099999999999961e-01,1.975359999999999894e-01
5.758955342593465321e+04,7.287029999999999896e-01,1.779409999999999881e-01
5.758955377315687656e+04,8.961259999999999781e-01,1.970709999999999962e-01
5.758955412037909264e+04,9.450340000000000407e-01,2.026630000000000098e-01
5.758955446760132327e+04,1.034850000000000048e+00,2.121760000000000035e-01
5.758955481482353935e+04,1.033879999999999910e+00,2.111750000000000016e-01
5.758955516204576998e+04,1.020990000000000064e+00,2.104300000000000059e-01
5.758955550926799333e+04,1.153010000000000090e+00,2.239839999999999887e-01
5.758955585649020941e+04,9.805190000000000294e-01,2.064850000000000019e-01
5.758955620371243276e+04,8.918099999999999916e-01,1.966090000000000060e-01
5.758955655093464884e+04,1.241910000000000069e+00,2.310419999999999974e-01
5.758955689815687947e+04,1.075809999999999933e+00,2.152749999999999941e-01
5.758955724537910282e+04,9.811339999999999506e-01,2.059999999999999887e-01
5.758955759260131890e+04,1.370349999999999957e+00,2.438430000000000042e-01
5.758955793982354226e+04,1.331020000000000092e+00,2.394380000000000119e-01
5.758955828704575833e+04,1.066109999999999891e+00,2.152749999999999941e-01
5.758955863426798896e+04,9.752570000000000405e-01,2.062420000000000087e-01
5.758947675809900102e+04,9.773810000000000553e-01,2.062420000000000087e-01
5.758947710532121710e+04,1.829550000000000010e+00,2.813359999999999750e-01
5.758947745254344045e+04,1.368940000000000046e+00,2.435559999999999947e-01
5.758947779976565653e+04,8.131019999999999914e-01,1.883390000000000064e-01
5.758947814698787988e+04,1.145049999999999901e+00,2.237210000000000032e-01
5.758947849421011051e+04,1.065720000000000001e+00,2.150219999999999909e-01
5.758947884143232659e+04,1.285590000000000011e+00,2.355450000000000044e-01
5.758947918865455722e+04,1.496089999999999920e+00,2.541180000000000105e-01
5.758947953587677330e+04,1.530010000000000092e+00,2.571189999999999864e-01
5.758947988309898938e+04,1.673640000000000017e+00,2.691950000000000176e-01
5.758948023032122001e+04,1.620579999999999909e+00,2.644739999999999869e-01
5.758948057754344336e+04,1.752790000000000070e+00,2.766640000000000210e-01
5.758948092476566671e+04,1.186209999999999987e+00,2.278260000000000007e-01
5.758948127198788279e+04,1.108579999999999899e+00,2.195390000000000119e-01
5.758948161921011342e+04,1.331120000000000081e+00,2.397199999999999886e-01
5.758948196643232950e+04,1.278589999999999893e+00,2.363790000000000058e-01
5.758948231365455285e+04,1.057160000000000100e+00,2.145179999999999865e-01
5.758948266087678348e+04,1.146730000000000027e+00,2.234579999999999900e-01
5.758948300809899229e+04,1.241200000000000081e+00,2.318590000000000095e-01
5.758948335532122292e+04,1.761800000000000033e+00,2.753619999999999957e-01
5.758948370254343899e+04,1.159399999999999986e+00,2.239849999999999897e-01
5.758948404976566235e+04,1.493179999999999952e+00,2.541180000000000105e-01
5.758948439698789298e+04,1.625580000000000025e+00,2.654090000000000060e-01
5.758948474421010178e+04,1.452749999999999986e+00,2.504620000000000180e-01
5.758948509143233241e+04,1.196560000000000068e+00,2.275580000000000103e-01
5.758948543865454849e+04,1.610239999999999894e+00,2.644739999999999869e-01
5.758948578587675729e+04,1.887000000000000011e+00,2.852580000000000116e-01
5.758948613309900247e+04,2.108330000000000037e+00,3.010300000000000198e-01
5.758948648032121127e+04,1.869490000000000096e+00,2.855940000000000145e-01
5.758948682754344190e+04,2.291560000000000041e+00,3.160149999999999904e-01
5.758948717476565798e+04,1.786859999999999893e+00,2.796870000000000189e-01
5.758948752198788134e+04,1.266899999999999915e+00,2.349920000000000064e-01
5.758948786921009741e+04,1.693440000000000056e+00,2.719829999999999748e-01
5.758948821643232077e+04,1.532040000000000068e+00,2.580259999999999776e-01
5.758948856365455140e+04,1.406339999999999923e+00,2.473319999999999963e-01
5.758948891087676748e+04,1.361930000000000085e+00,2.429840000000000055e-01
5.758948925809899811e+04,1.276219999999999910e+00,2.358220000000000038e-01
5.758948960532120691e+04,1.277420000000000000e+00,2.361000000000000043e-01
5.758948995254343026e+04,1.193899999999999961e+00,2.272909999999999930e-01
5.758949029976566089e+04,1.290720000000000089e+00,2.358220000000000038e-01
